username,repositorio,hash,linguagem_programacao,Classificacao
autor nulo,https://github.com/miltonio/milton2,5f81b0c48a817d4337d8b0e99ea0b4744ecd720b,Java,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,0185604c2d82c560dab2f2933a18f797e74ab5a8,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,eda98796aff0d9bf41094b06811f5def3b4c333c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,4b6184336ebb5c8dc1eae7f7ab46ee608a748b05,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8c7188b23474cca017b3ef354c4a58456f68303a,C,NÃO FAMILIAR
autor nulo,https://github.com/Unrud/Radicale,bcaf452e516c02c9bed584a73736431c5e8831f1,Python,NÃO FAMILIAR
autor nulo,https://github.com/gosa-project/gosa-core,a67a047cba2cdae8bccb0f0e2bc6d3eb45cfcbc8,PHP,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,3ca8138f014a913f98e6ef40e939868e1e9ea876,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,67f1aee6f45059fd6b0f5b0ecb2c97ad0451f6b3,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,4c185ce06dca14f5cea192f5a2c981ef50663f2b,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ea3d7209ca01da209cda6f0dea8be9cc4b7a933b,C,NÃO FAMILIAR
autor nulo,https://github.com/broofa/node-uuid,672f3834ed02c798aa021c618d0a5666c8da000d,JavaScript,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,4f68e9661518463fca523c9726bb5d940a2aa6d8,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,5b4bebaa91849c592a8448bc353ab25a54ff8c44,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8fff105e13041e49b82f92eef034f363a6b1c071,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,951b6a0717db97ce420547222647bcc40bf1eacd,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,78f82d9d1c2944725a279acd573a22168dc6e22a,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,bd96074b254c6607a0f7731e59f923ad19d5a46d,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,1aa0c6dab6dcef4d9bc3571866ae1c1ddbec7d8f,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,6b4aff0f117b978502ee5bcd6e753c17aec5a961,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,8ea44b48a182dd46d018f4b4f09a5e2ee9638105,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,b8f17d08b7418204bf8a05a5c24e87b2fc395b75,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,C++,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,6934da9238da947628be83635e365df41064b09b,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,12ca6ad2e3a896256f086497a7c7406a547ee373,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,76cc404bfdc0d419c720de4daaf2584542734f42,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c623b33b4e9599c6ac5076f7db7369eb9869aa04,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c3c87e770458aa004bd7ed3f29945ff436fd6511,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,0048b4837affd153897ed1222283492070027aa9,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,23567fd052a9abb6d67fe8e7a9ccdd9800a540f2,C,NÃO FAMILIAR
autor nulo,https://github.com/klacke/yaws,9d8fb070e782c95821c90d0ca7372fc6d7316c78,Erlang,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,933e96f01a8c889c7bf5ffd30020e86a02a046e7,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,4e914bbe371433f0590cefdf3bd5f3a5710069f9,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,94936efda8aa63563211eda07a5ade92abb32f7a,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,63302366a63602acbaad5c8223a105811b2adddd,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,a6240a163cb787909703d9fc649cf861f60ddd7c,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,1bc1fd0ff8c555841c78829217ac81fa0598255d,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,128394eff343fc6d2f32172f03e24829539c5835,C,NÃO FAMILIAR
autor nulo,https://github.com/lxc/lxc,e986ea3dfa4a2957f71ae9bfaed406dd6e1ffff6,Perl,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,a0f1d21c1ccb1da66629627a74059dd7f5ac9c61,C,NÃO FAMILIAR
autor nulo,https://github.com/mm2/Little-CMS,5ca71a7bc18b6897ab21d815d15e218e204581e2,C++,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,32c231164b762dddefa13af5a0101032c70b50ef,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,197c949e7798fbf28cfadc69d9ca0c2abbf93191,C,NÃO FAMILIAR
autor nulo,https://github.com/doxygen/doxygen,1cc1adad2de03a0f013881b8960daf89aa155081,PHP,NÃO FAMILIAR
autor nulo,https://github.com/LibreOffice/core,7485fc2a1484f31631f62f97e5c64c0ae74c6416,Batchfile,NÃO FAMILIAR
autor nulo,https://github.com/uWebSockets/uWebSockets,37deefd01f0875e133ea967122e3a5e421b8fcd9,C++,NÃO FAMILIAR
autor nulo,https://github.com/sequelize/sequelize,c876192aa6ce1f67e22b26a4d175b8478615f42d,JavaScript,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,04197b341f23b908193308b8d63d17ff23232598,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,193e87143c290ec16838f5368adc0e0bc94eb931,C,NÃO FAMILIAR
autor nulo,https://github.com/kobebeauty/php-contact-form,e7d094ca8ab15215c32d6fa04d17e8519c8d21cf,PHP,NÃO FAMILIAR
autor nulo,https://github.com/Unrud/Radicale,b4b3d51f33c7623d312f289252dd7bbb8f58bbe6,Python,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,613317bd212c585c20796c10afe5daaa95d4b0a1,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,3446c13b268af86391d06611327006b059b8bab1,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,9c6ba456711687b794dcf285856fc14e2c76074f,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,4ec0ef3a82125efc36173062a50624550a900ae0,C,NÃO FAMILIAR
autor nulo,https://github.com/atutor/ATutor,945a9dca01def8536516088da30fe6a4b7e9fa85,PHP,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,42cb14b110a5698ccf26ce59c4441722605a3743,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,54d83fc74aa9ec72794373cb47432c5f7fb1a309,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,d157bd761585605b7882935ffb86286919f62ea1,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8b8addf891de8a00e4d39fc32f93f7c5eb8feceb,C,NÃO FAMILIAR
autor nulo,https://github.com/mjg59/linux,d7a6be58edc01b1c66ecd8fcc91236bfbce0a420,C,NÃO FAMILIAR
autor nulo,https://github.com/mjg59/linux,a4a5ed2835e8ea042868b7401dced3f517cafa76,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,9842df62004f366b9fed2423e24df10542ee0dc5,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,45f6fad84cc305103b28d73482b344d7f5b76f39,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,38327424b40bcebe2de92d07312c89360ac9229a,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,2c1f6951a8a82e6de0d82b1158b5e493fc6c54ab,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,1f461dcdd296eecedaffffc6bae2bfa90bd7eb89,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,99d825822eade8d827a1817357cbf3f889a552d6,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,45e093ae2830cd1264677d47ff9a95a71f5d9f9c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ce683e5f9d045e5d67d1312a42b359cb2ab2a13c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,6e94e0cfb0887e4013b3b930fa6ab1fe6bb6ba91,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,aa93d1fee85c890a34f2510a310e55ee76a27848,C,NÃO FAMILIAR
autor nulo,https://github.com/nov/jose-php,1cce55e27adf0274193eb1cd74b927a398a3df4b,PHP,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,fc43974d34318c834fbf78570ca1a3764ed8c7d7,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,75ff39ccc1bd5d3c455b6822ab09e533c551f758,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,532c34b5fbf1687df63b3fcd5b2846312ac943c6,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,096cdc6f52225835ff503f987a0d68ef770bb78e,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,11f3710417d026ea2f4fcf362d866342c5274185,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,54d5ca871e72f2bb172ec9323497f01cd5091ec7,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,9409e22acdfc9153f88d9b1ed2bd2a5b34d2d3ca,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,51093254bf879bc9ce96590400a87897c7498463,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,dd84447b63a71fa8c3f47071b09454efc667767b,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,f63a8daa5812afef4f06c962351687e1ff9ccb2b,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,bb1fceca22492109be12640d49f5ea5a544c6bb4,C,NÃO FAMILIAR
autor nulo,https://github.com/ghantoos/lshell,a686f71732a3d0f16df52ef46ab8a49ee0083c68,Python,NÃO FAMILIAR
autor nulo,https://github.com/ghantoos/lshell,e72dfcd1f258193f9aaea3591ecbdaed207661a0,Python,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,8f8959033e4e59418d6506b345829af1f7a71127,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,7bc2b55a5c030685b399bb65b6baa9ccc3d1f167,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,14e606db148d6ebcaae20f1e1d6d71903ca4a556,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,f8c318d462270b03e77f082e2a3a32867cacd3c6,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,b60d1ed0af37c50b91a40937825b4c61e8458095,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,b3dd69b23e9338806891c708a0cc8a82c0d1872a,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,7be16a280014f895a951db4948df316a23dabc09,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,a2e1064f288a353bc5fef7f79ccb7683759e775c,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,82e2049862a8b8a999e160734ad64fb6cc3b145f,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,a7bb158b7bedd1449a34432feb3a67c8f1873bfa,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,90406972f108c4da71f998601b06abdc2ac6f06e,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c58d6c93680f28ac58984af61d0a7ebf4319c241,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,d9092f52d7e61dd1557f2db2400ddb430e85937e,C++,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,667121ace9dbafb368618dbabcf07901c962ddac,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,647bf3d8a8e5777319da92af672289b2a6c4dc66,C,NÃO FAMILIAR
autor nulo,https://github.com/dracutdevs/dracut,0db98910a11c12a454eac4c8e86dc7a7bbc764a4,Shell,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ac6e780070e30e4c35bd395acfe9191e6268bdd3,C,NÃO FAMILIAR
autor nulo,https://github.com/lxc/lxc,81f466d05f2a89cb4f122ef7f593ff3f279b165c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ded89912156b1a47d940a0c954c43afbabd0c42c,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,6e48aa92ff4e6e95424300ecd52a9ea453c19c60,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,1c109fabbd51863475cd12ac206bdd249aee35af,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,ce98a7acbcfca7f0a178f4b1e7b957e419e0cc99,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,2e83b79b2d6c78bf1b4aa227938a214dcbddc83f,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,9b57da0630c9fd36ed7a20fc0f98dc82cc0777fa,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,b98b0bc8c431e3ceb4b26b0dfc8db509518fb290,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,79dc7e3f1cd323be4c81aa1a94faa1b3ed987fb2,C,NÃO FAMILIAR
autor nulo,https://github.com/recurly/recurly-client-net,9eef460c0084afd5c24d66220c8b7a381cf9a1f1,C#,NÃO FAMILIAR
autor nulo,https://github.com/open-iscsi/tcmu-runner,61bd03e600d2abf309173e9186f4d465bb1b7157,C,NÃO FAMILIAR
autor nulo,https://github.com/WBCE/WBCE_CMS,0da620016aec17ac2d2f3a22c55ab8c2b55e691e,PHP,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,f2fcfcd670257236ebf2088bbdf26f6a8ef459fe,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,1e38da300e1e395a15048b0af1e5305bd91402f6,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,b9dd46188edc2f0d1f37328637860bb65a771124,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,15d3042a937c13f5d9244241c7a9c8416ff6e82a,C,NÃO FAMILIAR
autor nulo,https://github.com/GNOME/gnome-session,b0dc999e0b45355314616321dbb6cb71e729fc9d,C,NÃO FAMILIAR
autor nulo,https://github.com/VirusTotal/yara,4a342f01e5439b9bb901aff1c6c23c536baeeb3f,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,816ecab6c532ae086ff4186b3eaf4aa7092d536f,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,83e0f8ffd7eeb7661b0ff83257da23d24ca7f078,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,307fa45d512641fcd105f0d57ca50c1437cd1b81,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,c9aa9f80828594eacbe3affe16c43d623562e5d8,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,d9ccd8227c4c88a907cda5278408b73552cb0c07,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,a33f7498f9052b50e8fe8c8422a11ba84474cb42,C++,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,bd40cc5f53067322861b881485cbd70f509f3829,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,1dc0ac5016f1c4d50b100a086526d6a2453a5444,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,c1b09bbec148f6ae11d0b686fdb89ac6dc0ab14e,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,d5559407ce29f4371e5df9c1cbde65455fe5854c,Matlab,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,bfb7915d4b2e11acb6a819e451c382dc645277db,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,2ba8f335fa06daf1165e0878462686028e633a74,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,73b6c35cede48ccb2e29dbe62c2d77488e5e70b7,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/simplesamlphp/simplesamlphp,4bc629658e7b7d17c9ac3fe0da7dc5df71f1b85e,PHP,NÃO FAMILIAR
autor nulo,https://github.com/simplesamlphp/simplesamlphp,77df6a932d46daa35e364925eb73a175010dc904,PHP,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,1cc6f0ccc92c20c7cab6c4a7335daf29c91f0d8e,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,04178de2247e353fc095846784b9a10fefdbf890,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,51b0ae01709adc1e4a9245e158ef17b85a110960,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,f13c6b54a879aaa771ec64b5a066b939e8f8e7f0,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,124eb202e70678539544f6268efc98131f19fa49,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,96f24d1bee7fe7bac08e2b7c74db1a046c9dc0de,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,7f9ec5593e04827249e7aeb466da06a98a0d7329,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,7e80b63ecd259d69d383623e75b318bf2bd491f6,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,9d00fb9d70ee8c0cc7002b89318c5be00f1bbdad,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,900f39692ca0337a98a7cf047e4e2611071810c2,C,NÃO FAMILIAR
autor nulo,https://github.com/FFmpeg/FFmpeg,c24bcb553650b91e9eff15ef6e54ca73de2453b7,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,50f54462076648ac2e36c3f58f4dadd4babbf1c9,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,d9a8234d211da30baf9526fbebe9a8438ea7e11c,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,7d63315a64267c565d1f34b9cb523a14616fed24,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,6c85501f2fabcfc4fc6ed976543d252c4eaf4be9,C,NÃO FAMILIAR
autor nulo,https://github.com/jdennis/keycloak-httpd-client-install,07f26e213196936fb328ea0c1d5a66a09d8b5440,Python,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,9fd10cf630832b36a588c1545d8736539b2f1fb5,C++,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,71bb99a02b32b4cc4265118e85f6035ca72923f0,C,NÃO FAMILIAR
autor nulo,https://github.com/phusion/passenger,4043718264095cde6623c2cbe8c644541036d7bf,C++,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,2130bf6f89ded32ef0c88a11694f107c52566c53,C,NÃO FAMILIAR
autor nulo,https://github.com/heimdal/heimdal,1a6a6e462dc2ac6111f9e02c6852ddec4849b887,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,bb7f0f989ca7de1153bd128a40a71709e339fa03,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,2638fd0f92d4397884fd991d8f4925cb3f081901,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8dca4a41f1ad65043a78c2338d9725f859c8d2c3,C,NÃO FAMILIAR
autor nulo,https://github.com/apple/cups,afa80cb2b457bf8d64f775bed307588610476c41,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,dad48e73127ba10279ea33e6dbc8d3905c4d31c0,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,b9a41d21dceadf8104812626ef85dc56ee8a60ed,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,6ea8d958a2c95a1d514015d4e29ba21a8c0a1a91,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,853bc26a7ea39e354b9f8889ae7ad1492ffa28d2,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,27463ad99f738ed93c7c8b3e2e5bc8c4853a2ff2,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,70feee0e1ef331b22cc51f383d532a0d043fbdcc,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,412b65d15a7f8a93794653968308fc100f2aa87c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,3e4c56d41eef5595035872a2ec5a483f42e8917f,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,d4fdf8ba0e5808ba9ad6b44337783bd9935e0982,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,cef31d9af908243421258f1df35a4a644604efbe,C,NÃO FAMILIAR
autor nulo,https://github.com/LibVNC/libvncserver,aac95a9dcf4bbba87b76c72706c3221a842ca433,C,NÃO FAMILIAR
autor nulo,https://github.com/qemu/qemu,2563c9c6b8670400c48e562034b321a7cf3d9a85,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,43a6684519ab0a6c52024b5e25322476cabad893,C,NÃO FAMILIAR
autor nulo,https://gitlab.com/gnutls/gnutls,c5aaa488a3d6df712dc8dff23a049133cab5ec1b,C,NÃO FAMILIAR
autor nulo,https://gitlab.com/gnutls/gnutls,49be4f7b82eba2363bb8d4090950dad976a77a3a,C,NÃO FAMILIAR
autor nulo,https://gitlab.com/gnutls/gnutls,5140422e0d7319a8e2fe07f02cbcafc4d6538732,C,NÃO FAMILIAR
autor nulo,https://gitlab.com/gnutls/gnutls,94fcf1645ea17223237aaf8d19132e004afddc1a,C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,9a069e0f2e027ec5138f998023cf9cb62c04889f,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/ImageMagick/ImageMagick,91cc3f36f2ccbd485a0456bab9aebe63b635da88,Objective-C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c4e490cf148e85ead0d1b1c2caaba833f1d5b29f,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,b9dc6f65bc5e232d1c05fe34b5daadc7e8bbf1fb,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,497de07d89c1410d76a15bec2bb41f24a2a89f31,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,95e91b831f87ac8e1f8ed50c14d709089b4e01b8,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,34b2cef20f19c87999fff3da4071e66937db9644,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,321027c1fe77f892f4ea07846aeae08cefbbb290,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ccf7abb93af09ad0868ae9033d1ca8108bdaec82,Swift,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8b74d439e1697110c5e5c600643e823eb1dd0762,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,d199fab63c11998a602205f7ee7ff7c05c97164b,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ca4ef4574f1ee5252e2cd365f8f5d5bafd048f32,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,677e806da4d916052585301785d847c3b3e6186a,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,f843ee6dd019bcece3e74e76ad9df0155655d0df,C,NÃO FAMILIAR
autor nulo,https://github.com/Netflix/security_monkey,3b4da13efabb05970c80f464a50d3c1c12262466,Python,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,ee0d8d8482345ff97a75a7d747efc309f13b0d80,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,49d31c2f389acfe83417083e1208422b4091cd9e,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8f44c9a41386729fea410e688959ddaa9d51be7c,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,e6838a29ecb484c97e4efef9429643b9851fba6e,C,NÃO FAMILIAR
autor nulo,https://github.com/LibreOffice/core,28e61b634353110445e334ccaa415d7fb6629d62,C++,NÃO FAMILIAR
autor nulo,https://gitlab.com/gnutls/gnutls,51464af713d71802e3c6d5ac15f1a95132a354fe,C,NÃO FAMILIAR
autor nulo,https://github.com/LibreOffice/core,62a97e6a561ce65e88d4c537a1b82c336f012722,C++,NÃO FAMILIAR
autor nulo,https://github.com/trollepierre/tdm,2e89019d6a491f0a5ac3db8732181f6eb1d219aa,PHP,NÃO FAMILIAR
autor nulo,https://github.com/LibreOffice/core,65dcd1d8195069c8c8acb3a188b8e5616c51029c,C++,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,13bf9fbff0e5e099e2b6f003a0ab8ae145436309,C,NÃO FAMILIAR
