username,repositorio,hash,linguagem_programacao,LinhasTotais,LinhasAdicionadas,LinhasRemovidas
weiss,https://github.com/processone/ejabberd,7bdc1151b11d26d33649c5cce2817b74a4f231a8,Erlang,4.0,2.0,2.0
autor nulo,https://github.com/klacke/yaws,9d8fb070e782c95821c90d0ca7372fc6d7316c78,Erlang,14.0,12.0,2.0
autor nulo,https://github.com/ImageMagick/ImageMagick,0417cea1b6d72f90bd4f1f573f91e42a8ba66a89,Erlang,65.0,40.0,25.0
maennchen,https://github.com/jshmrtn/hygeia,d917f27432fe84e1c9751222ae55bae36a4dce60,Erlang,31.0,17.0,14.0
