username,repositorio,hash,linguagem_programacao,LinhasTotais,LinhasAdicionadas,LinhasRemovidas
ahdinosaur,https://github.com/ahdinosaur/set-in,e431effa00195a6f06b111e09733cd1445a91a88,CoffeeScript,2768.0,2765.0,3.0
autor nulo,https://github.com/evangelion1204/multi-ini,6b2212b2ce152c19538a2431415f72942c5a1bde,CoffeeScript,16.0,13.0,3.0
omrilotan,https://github.com/omrilotan/async-git,d1950a5021f4e19d92f347614be0d85ce991510d,CoffeeScript,238.0,102.0,136.0
edi9999,https://github.com/peerigon/angular-expressions,061addfb9a9e932a970e5fcb913d020038e65667,CoffeeScript,14368.0,11136.0,3232.0
diegohaz,https://github.com/diegohaz/querymen,1987fefcb3b7508253a29502a008d5063a873cef,CoffeeScript,28.0,25.0,3.0
StFS,https://github.com/googleapis/google-oauth-java-client,13433cd7dd06267fc261f0b1d4764f8e3432c824,CoffeeScript,470.0,466.0,4.0
piranna,https://github.com/piranna/linux-cmdline,53c61a88bc47eb25d71832205056beaab95cf677,CoffeeScript,49.0,37.0,12.0
jquense,https://github.com/jquense/expr,df846910915d59f711ce63c1f817815bceab5ff7,CoffeeScript,78.0,58.0,20.0
darcyclarke,https://github.com/npm/npm-user-validate,c8a87dac1a4cc6988b5418f30411a8669bef204e,CoffeeScript,13.0,12.0,1.0
isaacs,https://github.com/npm/ini,56d2805e07ccd94e2ba0984ac9240ff02d44b6f1,CoffeeScript,53.0,53.0,0.0
robinshine,https://github.com/theonedev/onedev,9637fc8fa461c5777282a0021c3deb1e7a48f137,CoffeeScript,46.0,23.0,23.0
cydrobolt,https://github.com/cydrobolt/polr,b1981709908caf6069b4a29dad3b6739c322c675,CoffeeScript,654.0,367.0,287.0
mcollina,https://github.com/fastify/fastify-http-proxy,02d9b43c770aa16bc44470edecfaeb7c17985016,CoffeeScript,203.0,184.0,19.0
brodybits,https://github.com/xmldom/xmldom,d4201b9dfbf760049f457f9f08a3888d48835135,CoffeeScript,1324.0,1190.0,134.0
autor nulo,https://github.com/projen/projen,36030c6a4b1acd0054673322612e7c70e9446643,CoffeeScript,26.0,14.0,12.0
mafintosh,https://github.com/mafintosh/dns-packet,25f15dd0fedc53688b25fd053ebbdffe3d5c1c56,CoffeeScript,2.0,1.0,1.0
fardog,https://github.com/fardog/trailing-slash,f8e66f1429308247e5a119d430203077d8f05048,CoffeeScript,1686.0,1683.0,3.0
mariocasciaro,https://github.com/mariocasciaro/object-path,7bdf4abefd102d16c163d633e8994ef154cab9eb,CoffeeScript,21.0,19.0,2.0
Maheshkumar-Kakade,https://github.com/Maheshkumar-Kakade/otp-generator,b27de1ce439ae7f533cec26677e9698671275b70,CoffeeScript,1067.0,564.0,503.0
billiegoose,https://github.com/isomorphic-git/cors-proxy,1b1c91e71d946544d97ccc7cf0ac62b859e03311,CoffeeScript,9.0,8.0,1.0
brian-kephart,https://github.com/owen2345/camaleon-cms,05506e9087bb05282c0bae6ccfe0283d0332ab3c,CoffeeScript,14.0,7.0,7.0
brian-kephart,https://github.com/owen2345/camaleon-cms,5a252d537411fdd0127714d66c1d76069dc7e190,CoffeeScript,20.0,19.0,1.0
kajmagnus,https://github.com/debiki/talkyard,b0310df019887f3464895529c773bc7d85ddcf34,CoffeeScript,4191.0,3833.0,358.0
julianguyen,https://github.com/ifmeorg/ifme,df4986f0721a72779403d21d36c025fe95edffad,CoffeeScript,49.0,27.0,22.0
julianguyen,https://github.com/ifmeorg/ifme,d1f570c458d41667df801fc9c40a18b181a2d923,CoffeeScript,141.0,103.0,38.0
NGPixel,https://github.com/Requarks/wiki,5d3e81496fba1f0fbd64eeb855f30f69a9040718,CoffeeScript,104.0,79.0,25.0
doowb,https://github.com/jonschlinkert/merge-deep,11e5dd56de8a6aed0b1ed022089dbce6968d82a5,CoffeeScript,7.0,6.0,1.0
rodneyrehm,https://github.com/medialize/URI.js,a1ad8bcbc39a4d136d7e252e76e957f3ece70839,CoffeeScript,51.0,50.0,1.0
lextm,https://github.com/vscode-restructuredtext/vscode-restructuredtext,1dd3e878a5559e3dfe0e48f145c90418b208c5af,CoffeeScript,375.0,323.0,52.0
wdavidw,https://github.com/adaltas/node-mixme,cfd5fbfc32368bcf7e06d1c5985ea60e34cd4028,CoffeeScript,36.0,34.0,2.0
dummdidumm,https://github.com/sveltejs/language-tools,5d7bf1fd98bfe2cd2080863a3c95ce099b898075,CoffeeScript,6.0,4.0,2.0
rs,https://github.com/rs/node-netmask,3f19a056c4eb808ea4a29f234274c67bc5a848f4,CoffeeScript,67.0,50.0,17.0
sandhje,https://github.com/sandhje/vscode-phpmd,c462bf5c6f0160d0199855d5f8ed76be8d9beac0,CoffeeScript,3.0,3.0,0.0
hsimpson,https://github.com/hsimpson/vscode-glsllint,3effba525bdff7d4257e66a6815ff956d2bce8ac,CoffeeScript,78.0,22.0,56.0
LaurentTreguier,https://github.com/LaurentTreguier/vscode-rpm-spec,e19fb8e29cb48cadfd3238371e060d4ffd3384f9,CoffeeScript,6.0,4.0,2.0
yeln4ts,https://github.com/pwndoc/pwndoc,15f3dc0e212eda465e05fda0feb002d1bce2939d,CoffeeScript,41.0,28.0,13.0
aeneasr,https://github.com/ory/oathkeeper,1f9f625c1a49e134ae2299ee95b8cf158feec932,CoffeeScript,588.0,402.0,186.0
skriss,https://github.com/projectcontour/contour,b53a5c4fd927f4ea2c6cf02f1359d8e28bef852e,CoffeeScript,428.0,393.0,35.0
isaacs,https://github.com/npm/node-tar,1f036ca23f64a547bdd6c79c1a44bc62e8115da4,CoffeeScript,77.0,57.0,20.0
ohsayan,https://github.com/skytable/skytable,38b011273bb92b83c61053ae2fcd80aa9320315c,CoffeeScript,342.0,216.0,126.0
Viking04,https://github.com/viking04/merge,baba40332080b38b33840d2614df6d4142dedaf6,CoffeeScript,22.0,21.0,1.0
rodneyrehm,https://github.com/medialize/URI.js,ac43ca8f80c042f0256fb551ea5203863dec4481,CoffeeScript,346.0,346.0,0.0
sharkdp,https://github.com/sharkdp/bat,bf2b2df9c9e218e35e5a38ce3d03cffb7c363956,CoffeeScript,43.0,41.0,2.0
sonicdoe,https://github.com/sonicdoe/ced,a4d9f10b6bf1cd468d1a5b9a283cdf437f8bb7b3,CoffeeScript,10.0,10.0,0.0
pboivin,https://github.com/area17/twill,81d80d1fbbdd8bb73c020f03c623fd4487bd9b78,CoffeeScript,29.0,26.0,3.0
kevinpapst,https://github.com/kevinpapst/kimai2,89bfa82c61da0d3639e4038e689e25467baac8a0,CoffeeScript,30.0,23.0,7.0
kevinpapst,https://github.com/kevinpapst/kimai2,ff9acab0fc81f0e9490462739ef15fe4ab028ea5,CoffeeScript,307.0,183.0,124.0
rfratto,https://github.com/grafana/agent,af7fb01e31fe2d389e5f1c36b399ddc46b412b21,CoffeeScript,72.0,53.0,19.0
Rugvip,https://github.com/backstage/backstage,6968962c920508eae19a4c1c200fa2c8980a4006,CoffeeScript,15.0,8.0,7.0
acao,https://github.com/graphql/graphql-playground,b8a956006835992f12c46b90384a79ab82bcadad,CoffeeScript,566.0,354.0,212.0
trasher,https://github.com/galette/galette,a5602bca2566f1be370631c3ab2d40feedd4b3ad,CoffeeScript,305.0,299.0,6.0
trasher,https://github.com/galette/galette,0d55bc7f420470e0dbca91ebe7899c592905cbc5,CoffeeScript,119.0,98.0,21.0
ruyadorno,https://github.com/npm/cli,457e0ae61bbc55846f5af44afa4066921923490f,CoffeeScript,304.0,304.0,0.0
NGPixel,https://github.com/Requarks/wiki,79bdd4409316adf649806de3e22352297f85cee0,CoffeeScript,35.0,33.0,2.0
Chocobozzz,https://github.com/chocobozzz/peertube,795212f7acc690c88c86d0fab8772f6564d59cb8,CoffeeScript,108.0,86.0,22.0
Chocobozzz,https://github.com/chocobozzz/peertube,84c8d9866890f479faf0168c29be5eb7816ccc8e,CoffeeScript,86.0,84.0,2.0
Vanessa219,https://github.com/vanessa219/vditor,e912e36ea98251d700499b1ac7702708d3398476,CoffeeScript,13.0,7.0,6.0
mifi,https://github.com/transloadit/uppy,267c34045a1e62c98406d8c31261c604a11e544a,CoffeeScript,70.0,54.0,16.0
kingjia90,https://github.com/pimcore/pimcore,7697f709a501860144352696e583a2533a6e1245,CoffeeScript,107.0,103.0,4.0
sampoyigi,https://github.com/tastyigniter/tastyigniter,992d4ce6444805c3132e3635a01b6fd222063554,CoffeeScript,30.0,19.0,11.0
r0hanSH,https://github.com/medialize/uri.js,6ea641cc8648b025ed5f30b090c2abd4d1a5249f,CoffeeScript,53.0,51.0,2.0
IonicaBizau,https://github.com/ionicabizau/parse-path,f9ad8856a3c8ae18e1cf4caef5edbabbc42840e8,CoffeeScript,261.0,114.0,147.0
dvesh3,https://github.com/pimcore/pimcore,6e0922c5b2959ac1b48500ac508d8fc5a97286f9,CoffeeScript,406.0,391.0,15.0
IonicaBizau,https://github.com/ionicabizau/parse-url,21c72ab9412228eea753e2abc48f8962707b1fe3,CoffeeScript,80.0,54.0,26.0
Chocobozzz,https://github.com/chocobozzz/peertube,6ea9295b8f5dd7cc254202a79aad61c666cc4259,CoffeeScript,82.0,75.0,7.0
nvoxland,https://github.com/liquibase/liquibase,33d9d925082097fb1a3d2fc8e44423d964cd9381,CoffeeScript,6.0,3.0,3.0
rodneyrehm,https://github.com/medialize/uri.js,a8166fe02f3af6dc1b2b888dcbb807155aad9509,CoffeeScript,100.0,99.0,1.0
polonel,https://github.com/polonel/trudesk,c4b262c2613d4a8865de0b3252112544bd81997a,CoffeeScript,4.0,1.0,3.0
rodneyrehm,https://github.com/medialize/uri.js,88805fd3da03bd7a5e60947adb49d182011f1277,CoffeeScript,104.0,104.0,0.0
rodneyrehm,https://github.com/medialize/uri.js,b0c9796aa1a95a85f40924fb18b1e5da3dc8ffae,CoffeeScript,54.0,54.0,0.0
dvesh3,https://github.com/pimcore/pimcore,8c39a8b8f14dce078b31f61c4da599ca6f8fc7ac,CoffeeScript,18.0,14.0,4.0
dlafreniere,https://github.com/lquixada/cross-fetch,a3b3a9481091ddd06b8f83784ba9c4e034dc912a,CoffeeScript,4.0,2.0,2.0
polonel,https://github.com/polonel/trudesk,d107f12e71c0fe1e7ac0fdc7463f59c4965a42cd,CoffeeScript,89.0,7.0,82.0
polonel,https://github.com/polonel/trudesk,13dd6c61fc85fa773b4065f075fceda563129c53,CoffeeScript,923.0,579.0,344.0
polonel,https://github.com/polonel/trudesk,ae904d37eaa38bffebfbfe8e949c0385c63e3263,CoffeeScript,9.0,9.0,0.0
polonel,https://github.com/polonel/trudesk,83fd5a89319ba2c2f5934722e39b08aba9b3a4ac,CoffeeScript,101.0,100.0,1.0
polonel,https://github.com/polonel/trudesk,fb2ef82b0a39d0a560a261e07c3c73ba25332ecb,CoffeeScript,37.0,34.0,3.0
akshaysasidrn,https://github.com/ToolJet/ToolJet,431dc961cdfe4d26343d1c1c951ced778fbddb58,CoffeeScript,18954.0,10663.0,8291.0
surli,https://github.com/xwiki/xwiki-platform,053d957d53f2a543d158f3ab651e390d2728e0b9,CoffeeScript,2.0,1.0,1.0
NGPixel,https://github.com/Requarks/wiki,411802ec2f654bb5ed1126c307575b81e2361c6b,CoffeeScript,12.0,10.0,2.0
Qwerios,https://github.com/Qwerios/madlib-object-utils,8d5d54c11c8fb9a7980a99778329acd13e3ef98f,CoffeeScript,32.0,9.0,23.0
rodneyrehm,https://github.com/medialize/uri.js,86d10523a6f6e8dc4300d99d671335ee362ad316,CoffeeScript,53.0,53.0,0.0
wizedkyle,https://github.com/CVEProject/cve-services,46d98f2b1427fc6ba1c2bc443dc6688fd400f1f4,CoffeeScript,8044.0,7996.0,48.0
autor nulo,https://github.com/voodoocreation/ts-deepmerge,9be5148773343c57be9de39728d6ead18eddf10b,CoffeeScript,2298.0,1253.0,1045.0
zkochan,https://github.com/pnpm/pnpm,04b7f60861ddee8331e50d70e193d1e701abeefb,CoffeeScript,207.0,125.0,82.0
ianlnf,https://github.com/fastify/github-action-merge-dependabot,309f39539c5d918d8a47075587aa8720a9c127f7,CoffeeScript,799.0,797.0,2.0
romainlorentz,https://github.com/Enalean/tuleap,7e221a9d1893c13407b35008762757a76d8e5654,CoffeeScript,438.0,384.0,54.0
RafaelGSS,https://github.com/nodejs/undici,66165d604fd0aee70a93ed5c44ad4cc2df395f80,CoffeeScript,35.0,34.0,1.0
RafaelGSS,https://github.com/nodejs/undici,124f7ebf705366b2e1844dff721928d270f87895,CoffeeScript,175.0,171.0,4.0
