username,repositorio,hash,linguagem_programacao,LinhasTotais,LinhasAdicionadas,LinhasRemovidas
JC5,https://github.com/firefly-iii/firefly-iii,06d319cd71b7787aa919b3ba1ccf51e4ade67712,HTML,189.0,125.0,64.0
JC5,https://github.com/firefly-iii/firefly-iii,f80178b1b2b7864d17500a131d570c353c9a26f6,HTML,182.0,43.0,139.0
patkon,https://github.com/flatcore/flatcore-cms,5cc3937b6bc38293ec921a5cf00018b48b668dc6,HTML,47.0,35.0,12.0
nbianca,https://github.com/discourse/discourse,38199424bc840d2ef002cd1e9bffdbb99191eb47,HTML,17.0,9.0,8.0
shyim,https://github.com/shopware/platform,a9f52abb6eb503654c492b6b2076f8d924831fec,HTML,285.0,243.0,42.0
JC5,https://github.com/firefly-iii/firefly-iii,578f350498b75f31d321c78a608c7f7b3b7b07e9,HTML,238.0,167.0,71.0
mhajas,https://github.com/keycloak/keycloak,44000caaf5051d7f218d1ad79573bd3d175cad0d,HTML,139.0,135.0,4.0
andersk,https://github.com/zulip/zulip,3eb2791c3e9695f7d37ffe84e0c2184fae665cb6,HTML,2.0,1.0,1.0
JC5,https://github.com/firefly-iii/firefly-iii,c2c8c42ef3194d1aeba8c48240fe2e9063f77635,HTML,122.0,76.0,46.0
JC5,https://github.com/firefly-iii/firefly-iii,b42d8d1e305cad70d9b83b33cd8e0d7a4b2060c2,HTML,10.0,8.0,2.0
Camotoy,https://github.com/GeyserMC/Geyser,b9541505af68ac7b7c093206ac7b1ba88957a5a6,HTML,336.0,181.0,155.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,3f219ac457afde82e3be57bc614352ab92c05684,HTML,3019.0,2868.0,151.0
JC5,https://github.com/firefly-iii/firefly-iii,47fa9e39561a9ec9e210e4023d090a7b33381684,HTML,41.0,27.0,14.0
ikreymer,https://github.com/webrecorder/pywb,f7bd84cdacdd665ff73ae8d09a202f60be2ebae9,HTML,69.0,57.0,12.0
noobpk,https://github.com/django-helpdesk/django-helpdesk,2c7065e0c4296e0c692fb4a7ee19c7357583af30,HTML,8.0,6.0,2.0
kevinpapst,https://github.com/kevinpapst/kimai2,6b49535b523dcd36ec59462ee4e67e2b3a9151f3,HTML,16.0,13.0,3.0
kevinpapst,https://github.com/kevinpapst/kimai2,95796ab2560ad93f44068a88f0fad758c2053514,HTML,150.0,119.0,31.0
kevinpapst,https://github.com/kevinpapst/kimai2,b28e9c120c87222e21a238f1b03a609d6a5d506e,HTML,445.0,291.0,154.0
JC5,https://github.com/firefly-iii/firefly-iii,03a1601bf343181df9f405dd2109aec483cb7053,HTML,9.0,5.0,4.0
dvesh3,https://github.com/pimcore/pimcore,3088cec7dc3cbc5a8b26f1269e398e799ee7ee28,HTML,21.0,16.0,5.0
KhromovNikita,https://github.com/ONLYOFFICE/plugin-translator,2206c0179cb97e3b8b290a0ab5719b1f0f54542b,HTML,5.0,3.0,2.0
justingit,https://github.com/justingit/dada-mail,d4d3d86d08c816b4da75a5ef45abc12188772459,HTML,182.0,138.0,44.0
Zales0123,https://github.com/Sylius/PayPalPlugin,2adc46be2764ccee22b4247139b8056fb8d1afff,HTML,46.0,33.0,13.0
chris-allan,https://github.com/ome/omero-web,0168067accde5e635341b3c714b1d53ae92ba424,HTML,318.0,156.0,162.0
alexander-schranz,https://github.com/sulu/sulu,20007ac70a3af3c9e53a6acb0ef8794b65642445,HTML,22.0,11.0,11.0
NicolasCARPi,https://github.com/elabftw/elabftw,8e92afeec4c3a68dc88333881b7e6307f425706b,HTML,1853.0,1104.0,749.0
Uzay-G,https://github.com/archivy/archivy,796c3ae318eea183fc88c87ec5a27355b0f6a99d,HTML,17.0,9.0,8.0
OzzieIsaacs,https://github.com/janeczku/calibre-web,785726deee13b4d56f6c3503dd57c1e3eb7d6f30,HTML,100.0,43.0,57.0
