username,repositorio,hash,linguagem_programacao,LinhasTotais,LinhasAdicionadas,LinhasRemovidas
polivar3,https://github.com/ReadyTalk/avian,0871979b298add320ca63f65060acb7532c8a0dd,Java,2.0,1.0,1.0
cowtowncoder,https://github.com/FasterXML/jackson-dataformats-binary,de072d314af8f5f269c8abec6930652af67bc8e6,Java,265.0,194.0,71.0
joniles,https://github.com/joniles/mpxj,8eaf4225048ea5ba7e59ef4556dab2098fcc4a1d,Java,9.0,9.0,0.0
ylafon,https://github.com/w3c/css-validator,e5c09a9119167d3064db786d5f00d730b584a53b,Java,2.0,1.0,1.0
lkiesow,https://github.com/opencast/opencast,b157e1fb3b35991ca7bf59f0730329fbe7ce82e8,Java,16.0,10.0,6.0
lkiesow,https://github.com/opencast/opencast,1a7172c95af8d542a77ae5b153e4c834dd4788a6,Java,147.0,146.0,1.0
lkiesow,https://github.com/opencast/opencast,32bfbe5f78e214e2d589f92050228b91d704758e,Java,250.0,188.0,62.0
lkiesow,https://github.com/opencast/opencast,bbb473f34ab95497d6c432c81285efb0c739f317,Java,19.0,15.0,4.0
joschi,https://github.com/dropwizard/dropwizard,d87d1e4f8e20f6494c0232bf8560c961b46db634,Java,288.0,197.0,91.0
tananaev,https://github.com/traccar/traccar,e4f6e74e57ab743b65d49ae00f6624a20ca0291e,Java,36.0,33.0,3.0
ruolli,https://github.com/eclipse-ee4j/mojarra,cefbb9447e7be560e59da2da6bd7cb93776f7741,Java,8.0,5.0,3.0
jameskleeh,https://github.com/micronaut-projects/micronaut-core,9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1,Java,2.0,1.0,1.0
jknack,https://github.com/jooby-project/jooby,b66e3342cf95205324023cfdf2cb5811e8a6dcf4,Java,2.0,1.0,1.0
kijanowski,https://github.com/softwaremill/akka-http-session,57f11663eecb84be03383d164f655b9c5f953b41,Java,43.0,42.0,1.0
nick-someone,https://github.com/google/guava,fec0dbc4634006a6162cfd4d0d09c962073ddf40,Java,24.0,24.0,0.0
sophieschmieg,https://github.com/google/tink,93d839a5865b9d950dffdc9d0bc99b71280a8899,Java,114.0,94.0,20.0
robinshine,https://github.com/theonedev/onedev,f864053176c08f59ef2d97fea192ceca46a4d9be,Java,146.0,62.0,84.0
robinshine,https://github.com/theonedev/onedev,4f5dc6fb9e50f2c41c4929b0d8c5824b2cca3d65,Java,6.0,5.0,1.0
robinshine,https://github.com/theonedev/onedev,0c060153fb97c0288a1917efdb17cc426934dacb,Java,20.0,17.0,3.0
robinshine,https://github.com/theonedev/onedev,a4491e5f79dc6cc96eac20972eedc8905ddf6089,Java,73.0,2.0,71.0
robinshine,https://github.com/theonedev/onedev,39d95ab8122c5d9ed18e69dc024870cae08d2d60,Java,7.0,4.0,3.0
autor nulo,https://github.com/theonedev/onedev,d6fc4212b1ac1e9bbe3ce444e95f9af1e3ab8b66,Java,30.0,19.0,11.0
autor nulo,https://github.com/theonedev/onedev,9196fd795e87dab069b4260a3590a0ea886e770f,Java,8.0,6.0,2.0
luchua-bc,https://github.com/dbijaya/OnlineVotingSystem,0181cb0272857696c8eb3e44fcf6cb014ff90f09,Java,107.0,74.0,33.0
normanmaurer,https://github.com/netty/netty,c735357bf29d07856ad171c6611a2e1a0e0000ec,Java,67.0,47.0,20.0
tananaev,https://github.com/traccar/traccar,cc69a9907ac9878db3750aa14ffedb28626455da,Java,4.0,2.0,2.0
normanmaurer,https://github.com/netty/netty,89c241e3b1795ff257af4ad6eadc616cb2fb3dc4,Java,362.0,312.0,50.0
lkiesow,https://github.com/opencast/opencast,b18c6a7f81f08ed14884592a6c14c9ab611ad450,Java,189.0,153.0,36.0
macfarla,https://github.com/hyperledger/besu,06e35a58c07a30c0fbdc0aae45a3e8b06b53c022,Java,120.0,95.0,25.0
normanmaurer,https://github.com/netty/netty,b0fa4d5aab4215f3c22ce6123dd8dd5f38dc0432,Java,50.0,48.0,2.0
andreitokar,https://github.com/h2database/h2database,d83285fd2e48fb075780ee95badee6f5a15ea7f8,Java,53.0,50.0,3.0
haraldk,https://github.com/haraldk/TwelveMonkeys,da4efe98bf09e1cce91b7633cb251958a200fc80,Java,211.0,172.0,39.0
mikesamuel,https://github.com/OWASP/json-sanitizer,a37f594f7378a1c76b3283e0dab9e1ab1dc0247e,Java,145.0,144.0,1.0
arvindsv,https://github.com/gocd/gocd,7d0baab0d361c377af84994f95ba76c280048548,Java,4.0,3.0,1.0
nmalin,https://github.com/apache/ofbiz-framework,2f5b8d33e32c4d9a48243cf9e503236acd5aec5c,Java,34.0,31.0,3.0
artsploit,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server,7eba3c12fed82388f917e8dd9b73e86e3a311e4c,Java,4.0,2.0,2.0
robotdan,https://github.com/FusionAuth/fusionauth-samlv2,c66fb689d50010662f705d5b585c6388ce555dbd,Java,790.0,580.0,210.0
fracpete,https://github.com/fracpete/vfsjfilechooser2,9c9f2c317f3de5ece60a3ae28c371e9796e3909b,Java,168.0,95.0,73.0
alessiostalla,https://github.com/ManyDesigns/Portofino,8c754a0ad234555e813dcbf9e57d637f9f23d8fb,Java,26.0,11.0,15.0
karussell,https://github.com/graphhopper/graphhopper,eb189be1fa7443ebf4ae881e737a18f818c95f41,Java,8.0,3.0,5.0
surli,https://github.com/xwiki/xwiki-platform,f9a677408ffb06f309be46ef9d8df1915d9099a4,Java,8.0,7.0,1.0
surli,https://github.com/xwiki/xwiki-platform,bb7068bd911f91e5511f3cfb03276c7ac81100bc,Java,100.0,79.0,21.0
oliver-jung,https://github.com/nimble-platform/common,12197a755bd524559bf4e16475595a2c6fcd34db,Java,2.0,1.0,1.0
dogukan10,https://github.com/nimble-platform/common,a59ad46733912a5580530e39cac0e6ebc83cc563,Java,2.0,1.0,1.0
drewfarris,https://github.com/NationalSecurityAgency/emissary,40260b1ec1f76cc92361702cc14fa1e4388e19d7,Java,671.0,248.0,423.0
robinshine,https://github.com/theonedev/onedev,4440f0c57e440488d7e653417b2547eaae8ad19c,Java,46.0,45.0,1.0
pramodya1994,https://github.com/ballerina-platform/ballerina-lang,4609ffee1744ecd16aac09303b1783bf0a525816,Java,185.0,59.0,126.0
surli,https://github.com/xwiki/xwiki-platform,0cf716250b3645a5974c80d8336dcdf885749dff,Java,8.0,6.0,2.0
graemerocher,https://github.com/micronaut-projects/micronaut-core,a0cfeb13bf1ef5d692d16d4a3b91b34b7456bb11,Java,227.0,159.0,68.0
shopizer-ecommerce,https://github.com/shopizer-ecommerce/shopizer,197f8c78c8f673b957e41ca2c823afc654c19271,Java,65.0,18.0,47.0
fritterhoff,https://github.com/keycloak/keycloak,65480cb5a11630909c086f79d396004499fbd1e4,Java,6.0,6.0,0.0
radist-nt,https://github.com/undertow-io/undertow,c7e84a0b7efced38506d7d1dfea5902366973877,Java,2.0,2.0,0.0
n5a5,https://github.com/dbeaver/dbeaver,4debf8f25184b7283681ed3fb5e9e887d9d4fe22,Java,2.0,2.0,0.0
douglaspalmer,https://github.com/keycloak/keycloak,73f0474008e1bebd0733e62a22aceda9e5de6743,Java,40.0,37.0,3.0
rmartinc,https://github.com/undertow-io/undertow,e43f0ada3f4da6e8579e0020cec3cb1a81e487c2,Java,324.0,321.0,3.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,2cf73c972e23ccd69cc1e103e43c2c8253571d3e,Java,2.0,1.0,1.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,5668a41ab3f1753102a89757be013487544279d5,Java,195.0,180.0,15.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,699490be8e931af0ef1f135c55384db1f4232637,Java,179.0,164.0,15.0
jdhwpgmbca,https://github.com/jdhwpgmbca/pcapture,0f74f431e0970a2e5784dbd955cfa4760e3b1ef7,Java,10.0,7.0,3.0
mayankmetha,https://github.com/mayankmetha/Rucky,5e3a477365009f488a73efd26a91168502de1b93,Java,16.0,5.0,11.0
kinow,https://github.com/common-workflow-language/cwlviewer,f6066f09edb70033a2ce80200e9fa9e70a5c29de,Java,7.0,3.0,4.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,418bb509ffcb0e25ab4390563c6c47f0458583eb,Java,43.0,30.0,13.0
abollini,https://github.com/DSpace/DSpace,277b499a5cd3a4f5eb2370513a1b7e4ec2a6e041,Java,39.0,33.0,6.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,336d5ce80681be61a0bbf4f73d2af5d1ff67e93a,Java,16.0,16.0,0.0
lainsr,https://github.com/OpenOLAT/OpenOLAT,c450df7d7ffe6afde39ebca6da9136f1caa16ec4,Java,75.0,60.0,15.0
David-Development,https://github.com/nextcloud/news-android,05449cb666059af7de2302df9d5c02997a23df85,Java,21.0,10.0,11.0
shemnon,https://github.com/hyperledger/besu,4170524ac3b45185704fcfbdeeb71b0b05dfa0a1,Java,6.0,3.0,3.0
ckelleyRH,https://github.com/dogtagpki/jss,3aabe0e9d59b0a42e68ac8cd0468f9c5179967d2,Java,2.0,0.0,2.0
uplogix-mmcclain,https://github.com/dogtagpki/jss,5922560a78d0dee61af8a33cc9cfbf4cfa291448,Java,71.0,50.0,21.0
rrayst,https://github.com/membrane/soa-model,19de16902468e7963cc4dc6b544574bc1ea3f251,Java,12.0,9.0,3.0
arvindsv,https://github.com/gocd/gocd,2b77b533abcbb79c8fc758dec9984305dc1ade42,Java,6.0,5.0,1.0
arvindsv,https://github.com/gocd/gocd,6fa9fb7a7c91e760f1adc2593acdd50f2d78676b,Java,146.0,134.0,12.0
arvindsv,https://github.com/gocd/gocd,41abc210ac4e8cfa184483c9ff1c0cc04fb3511c,Java,3.0,0.0,3.0
arvindsv,https://github.com/gocd/gocd,f5c1d2aa9ab302a97898a6e4b16218e64fe8e9e4,Java,101.0,95.0,6.0
arvindsv,https://github.com/gocd/gocd,4c4bb4780eb0d3fc4cacfc4cfcc0b07e2eaf0595,Java,21.0,21.0,0.0
arvindsv,https://github.com/gocd/gocd,c22e0428164af25d3e91baabd3f538a41cadc82f,Java,37.0,37.0,0.0
trustin,https://github.com/line/armeria,e2697a575e9df6692b423e02d731f293c1313284,Java,723.0,501.0,222.0
normanmaurer,https://github.com/netty/netty,07aa6b5938a8b6ed7a6586e066400e2643897323,Java,181.0,171.0,10.0
leleuj,https://github.com/pac4j/pac4j,22b82ffd702a132d9f09da60362fc6264fc281ae,Java,131.0,119.0,12.0
kmehrunes,https://github.com/AuthGuard/AuthGuard,9783b1143da6576028de23e15a1f198b1f937b82,Java,66.0,61.0,5.0
skylot,https://github.com/skylot/jadx,d22db30166e7cb369d72be41382bb63ac8b81c52,Java,4.0,2.0,2.0
kwart,https://github.com/hazelcast/hazelcast,4d6b666cd0291abd618c3b95cdbb51aa4208e748,Java,261.0,213.0,48.0
rskrzypczak,https://github.com/yetiforcecompany/yetiforcecrm,298c7870e6fe4332d8aa1757a9c8d79f841389ff,Java,62.0,23.0,39.0
eldy,https://github.com/dolibarr/dolibarr,2a48dd349e7de0d4a38e448b0d2ecbe25e968075,Java,239.0,135.0,104.0
arnaudroques,https://github.com/plantuml/plantuml,c9137be051ce98b3e3e27f65f54ec7d9f8886903,Java,12.0,6.0,6.0
albogdano,https://github.com/erudika/scoold,62a0e92e1486ddc17676a7ead2c07ff653d167ce,Java,6.0,3.0,3.0
davidjgraph,https://github.com/jgraph/drawio,cf5c78aa0f3127fb10053db55b39f3017a0654ae,Java,1.0,1.0,0.0
davidjgraph,https://github.com/jgraph/drawio,283d41ec80ad410d68634245cf56114bc19331ee,Java,66.0,38.0,28.0
davidjgraph,https://github.com/jgraph/drawio,01ccb271d34258872b859c0fc1d253cc81341917,Java,50.0,30.0,20.0
davidjgraph,https://github.com/jgraph/drawio,7a68ebe22a64fe722704e9c4527791209fee2034,Java,341.0,190.0,151.0
davidjgraph,https://github.com/jgraph/drawio,c63f3a04450f30798df47f9badbc74eb8a69fbdf,Java,107.0,72.0,35.0
albogdano,https://github.com/erudika/para,9d844f31333475a0394dd14b901ea50674b281f8,Java,22.0,16.0,6.0
