username,repositorio,hash,linguagem_programacao,Classificacao,tempo_criacao
4a6f656c,https://github.com/libressl-portable/portable,17c88164016df821df2dff4b2b1291291ec4f28a,C,NÃO FAMILIAR,2014-07-12 10:55:35+00:00
kevina,https://github.com/gnuaspell/aspell,0718b375425aad8e54e1150313b862e4c6fd324a,C++,NÃO FAMILIAR,2011-12-18 21:49:04+00:00
spalamarchuk,https://github.com/facebook/fbthrift,a56346ceacad28bf470017a6bda1d5518d0bd943,Java,NÃO FAMILIAR,2014-11-06 13:56:53+00:00
knekritz,https://github.com/facebookincubator/fizz,40bbb161e72fb609608d53b9d64c56bb961a6ee2,C++,NÃO FAMILIAR,2013-09-06 17:41:38+00:00
knekritz,https://github.com/facebook/wangle,5b3bceca875e4ea4ed9d14c20b20ce46c92c13c6,C++,NÃO FAMILIAR,2013-09-06 17:41:38+00:00
natemueller,https://github.com/facebook/fbthrift,c461c1bd1a3e130b181aa9c854da3030cd4b5156,Go,NÃO FAMILIAR,2010-03-11 03:17:27+00:00
olavmo-sikt,https://github.com/Uninett/mod_auth_mellon,62041428a32de402e0be6ba45fe12df6a83bedb8,C,NÃO FAMILIAR,2022-01-26 06:25:29+00:00
tananaev,https://github.com/traccar/traccar,d7f6c53fd88635885914013649b6807ec53227bf,Java,NÃO FAMILIAR,2011-10-31 06:55:30+00:00
nao-pon,https://github.com/Studio-42/elFinder,f133163f2d754584de65d718b2fde96191557316,PHP,NÃO FAMILIAR,2012-02-06 13:37:40+00:00
louberger,https://github.com/FRRouting/frr,943d595a018e69b550db08cccba1d0778a86705a,C,NÃO FAMILIAR,2014-02-03 15:02:11+00:00
error ao obter,https://gitlab.com/libtiff/libtiff,0c74a9f49b8d7a36b17b54a7428b3526d20f88a8,C,NÃO FAMILIAR,
nao-pon,https://github.com/Studio-42/elFinder,2f522db8f037a66ce9040ee0b216aa4a0359286c,PHP,NÃO FAMILIAR,2012-02-06 13:37:40+00:00
mnoorenberghe,https://github.com/mnoorenberghe/ZoneMinder,59cc65411f02c7e39a270fda3ecb4966d7b48d41,PHP,NÃO FAMILIAR,2011-02-04 21:19:20+00:00
fguillot,https://github.com/kanboard/kanboard,83deec2e3621c40d15a06e2491f27571d32fe10f,PHP,NÃO FAMILIAR,2010-07-05 18:57:55+00:00
error ao obter,https://gitlab.com/libtiff/libtiff,802d3cbf3043be5dce5317e140ccb1c17a6a2d39,C++,NÃO FAMILIAR,
cooltey,https://github.com/cooltey/C.P.Sub,b2be52fd89b6fd4d69d63d504bc11742cd679ebe,PHP,NÃO FAMILIAR,2012-09-27 08:22:20+00:00
abcprintf,https://github.com/abcprintf/upload-image-with-ajax,71436ba5102010397519d4b25ea57591cfb4974c,PHP,NÃO FAMILIAR,2014-07-29 15:19:11+00:00
jimharris,https://github.com/spdk/spdk,eca42c66092b9031711afe215fbc1891ee55f143,Markdown,NÃO FAMILIAR,2011-10-04 19:34:29+00:00
sneha-patil-synacor,https://github.com/Zimbra/zm-mailbox,1df440e0efa624d1772a05fb6d397d9beb4bda1e,Java,NÃO FAMILIAR,2017-03-06 11:08:40+00:00
rra,https://github.com/rra/pam-krb5,e7879e27a37119fad4faf133a9f70bdcdc75d760,Markdown,NÃO FAMILIAR,2010-06-10 23:59:38+00:00
FilipJirsak,https://github.com/dom4j/dom4j,a8228522a99a02146106672a34c104adbda5c658,Java,NÃO FAMILIAR,2012-10-16 06:59:45+00:00
jim-p,https://github.com/pfsense/pfsense,cc3990a334059018b004c91eeb66c147d8afe83d,PHP,NÃO FAMILIAR,2009-12-30 23:40:35+00:00
The-Compiler,https://github.com/qutebrowser/qutebrowser,1b7946ed14b386a24db050f2d6dba81ba6518755,Markdown,NÃO FAMILIAR,2011-02-18 19:07:04+00:00
jcramer,https://github.com/simpleledger/slpjs,3671be2ffb6d4cfa94c00c6dc8649d1ba1d75754,TypeScript,NÃO FAMILIAR,2011-08-18 08:46:24+00:00
jcramer,https://github.com/simpleledger/slp-validate,cde95c0c6470dceb4f023cd462f904135ebd73e7,TypeScript,NÃO FAMILIAR,2011-08-18 08:46:24+00:00
temoto,https://github.com/httplib2/httplib2,a1457cc31f3206cf691d11d2bf34e98865873e9e,Python,NÃO FAMILIAR,2008-10-01 08:53:58+00:00
jasnell,https://github.com/nghttp2/nghttp2,f8da73bd042f810f34d19f9eae02b46d870af394,C,NÃO FAMILIAR,2010-10-14 20:59:04+00:00
Smjert,https://github.com/osquery/osquery,4d4957f12a6aa0becc9d01d9f97061e1e3d809c5,Shell,NÃO FAMILIAR,2009-11-04 17:34:25+00:00
viseztrance,https://github.com/kaminari/kaminari,8dd52a1aed3d2fa2835d836de23fc0d8c4ff5db8,Ruby,NÃO FAMILIAR,2008-06-09 13:53:37+00:00
akallabeth,https://github.com/FreeRDP/FreeRDP,58a3122250d54de3a944c487776bcd4d1da4721e,C++,NÃO FAMILIAR,2013-02-04 14:39:25+00:00
Shnoulle,https://github.com/LimeSurvey/LimeSurvey,04b118acce2a74306f365ef329cbe00efc399b26,PHP,NÃO FAMILIAR,2012-02-15 10:18:28+00:00
jim-p,https://github.com/pfsense/pfsense,3c1e53dabe966f27c9097a5a923e77f49ae5fffa,PHP,NÃO FAMILIAR,2009-12-30 23:40:35+00:00
rddunlap,https://github.com/torvalds/linux,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd,C,NÃO FAMILIAR,2013-12-24 22:59:56+00:00
hutchic,https://github.com/Kong/docs.konghq.com,d693827c32144943a2f45abc017c1321b33ff611,Markdown,NÃO FAMILIAR,2011-03-29 12:40:27+00:00
mwhudson,https://github.com/CanonicalLtd/subiquity,7db70650feaf513d7fb6f1ca07f2d670a0890613,Python,NÃO FAMILIAR,2011-03-15 22:56:21+00:00
oy,https://github.com/teeworlds/teeworlds,c68402fa7e279d42886d5951d1ea8ac2facc1ea5,C++,NÃO FAMILIAR,2010-06-01 23:22:25+00:00
mark-unwin,https://github.com/Opmantek/open-audit,6ffc7f9032c55eaa1c37cf5e070809b7211c7e9a,PHP,NÃO FAMILIAR,2014-09-01 10:16:48+00:00
dscho,https://github.com/libgit2/libgit2,3f7851eadca36a99627ad78cbe56a40d3776ed01,C,NÃO FAMILIAR,2009-09-16 16:04:04+00:00
dscho,https://github.com/libgit2/libgit2,e1832eb20a7089f6383cfce474f213157f5300cb,C,NÃO FAMILIAR,2009-09-16 16:04:04+00:00
dscho,https://github.com/libgit2/libgit2,64c612cc3e25eff5fb02c59ef5a66ba7a14751e4,C,NÃO FAMILIAR,2009-09-16 16:04:04+00:00
AlanStern,https://github.com/torvalds/linux,056ad39ee9253873522f6469c3364964a322912b,C,NÃO FAMILIAR,2017-05-24 18:47:57+00:00
AntonKueltz,https://github.com/AntonKueltz/fastecdsa,4a16daeaf139be20654ef58a9fe4c79dc030458c,Markdown,NÃO FAMILIAR,2014-03-31 14:50:05+00:00
zhengbin13,https://github.com/torvalds/linux,d0c7feaf87678371c2c09b3709400be416b2dc62,C,NÃO FAMILIAR,2018-11-15 05:37:11+00:00
magnus-karlsson,https://github.com/torvalds/linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02,C,NÃO FAMILIAR,2012-09-20 14:23:49+00:00
vuvova,https://github.com/mariadb-corporation/mariadb-connector-c,2759b87d72926b7c9b5426437a7c8dd15ff57945,C,NÃO FAMILIAR,2012-11-06 19:28:58+00:00
akallabeth,https://github.com/FreeRDP/FreeRDP,8fb6336a4072abcee8ce5bd6ae91104628c7bb69,Markdown,NÃO FAMILIAR,2013-02-04 14:39:25+00:00
peter-mw,https://github.com/microweber/microweber,269320e0e0e06a1785e1a1556da769a34280b7e6,SQL,NÃO FAMILIAR,2013-10-16 07:43:00+00:00
thinkpanzer,https://github.com/google/exposure-notifications-internals,8f751a666697c3cae0a56ae3464c2c6cbe31b69e,Markdown,NÃO FAMILIAR,2015-05-24 16:56:36+00:00
gollub,https://github.com/kravietz/pam_tacplus,4a9852c31c2fd0c0e72fbb689a586aabcfb11cb0,C,NÃO FAMILIAR,2011-11-16 16:46:29+00:00
kevin8t8,https://github.com/muttmua/mutt,3e88866dc60b5fa6aaba6fd7c1710c12c1c3cd01,C,NÃO FAMILIAR,2010-02-28 01:59:12+00:00
vmauery,https://github.com/openbmc/phosphor-host-ipmid,b265455a2518ece7c004b43c144199ec980fc620,C++,NÃO FAMILIAR,2008-12-19 14:37:04+00:00
rolfschmidt,https://github.com/zammad/zammad,6e56aee25439b7a3211a6704a9d60453ad623ae4,Ruby,NÃO FAMILIAR,2013-09-12 14:53:58+00:00
ziajka,https://github.com/GNS3/ubridge,2eb0d1dab6a6de76cf3556130a2d52af101077db,C,NÃO FAMILIAR,2017-06-06 07:08:37+00:00
ohader,https://github.com/FriendsOfTYPO3/mediace,fa29ffd3e8b275782a8600d2406e1b1e5e16ae75,PHP,NÃO FAMILIAR,2010-09-16 10:38:09+00:00
ohader,https://github.com/TYPO3/TYPO3.CMS,85d3e70dff35a99ef53f4b561114acfa9e5c47e1,PHP,NÃO FAMILIAR,2010-09-16 10:38:09+00:00
hannob,https://github.com/schokokeksorg/freewvs,18bbf2043e53f69e0119d24f8ae4edb274afb9b2,Python,NÃO FAMILIAR,2011-08-19 08:29:55+00:00
hannob,https://github.com/schokokeksorg/freewvs,83a6b55c0435c69f447488b791555e6078803143,Python,NÃO FAMILIAR,2011-08-19 08:29:55+00:00
Beechwell,https://github.com/intranda/goobi-viewer-core,44ceb8e2e7e888391e8a941127171d6366770df3,Java,NÃO FAMILIAR,2016-08-17 15:43:29+00:00
Kenny2github,https://github.com/InternationalScratchWiki/mediawiki-scratch-login,70849ef375016a1061490c8c4744046dbfc3e679,PHP,NÃO FAMILIAR,2017-05-10 13:31:04+00:00
technosophos,https://github.com/helm/helm,055dd41cbe53ce131ab0357524a7f6729e6e40dc,Go,NÃO FAMILIAR,2009-05-27 15:30:27+00:00
technosophos,https://github.com/helm/helm,809e2d999e2c33e20e77f6bff30652d79c287542,Go,NÃO FAMILIAR,2009-05-27 15:30:27+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,27b417360cbd671ef55915e4bb6bb06af8b8a832,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,ca8c013b5e97b1373b3bb1c97ea655e69f31a575,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,adf095206f25471e864a8e63a0f1caef53a0e3a6,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,2d88f470dea2671b430884260f3626b1fe99830a,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,8ee24e7949a203d234489f9da2c5bf45a7d5157d,Objective-C,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,00302787b788c5ff04cb6f62aed5a74d936e86c0,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,cd31fd0ce0449a9e0f83dcad08d6ed7f1d6bef3f,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,fff2c8326280c07733828f990548979bdc893859,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,204945b19e44b57906c9344c0d00120eeeae178a,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
jimmyjames,https://github.com/auth0/omniauth-auth0,fd3a14f4ccdfbc515d1121d6378ff88bf55a7a7a,Ruby,NÃO FAMILIAR,2010-05-14 04:09:40+00:00
berrnd,https://github.com/grocy/grocy,0624b0df594a4353ef25e6b1874565ea52ce7772,PHP,NÃO FAMILIAR,2012-08-16 08:21:04+00:00
Morantron,https://github.com/spree/spree,e43643abfe51f54bd9208dd02298b366e9b9a847,Ruby,NÃO FAMILIAR,2013-01-18 08:50:30+00:00
alextutubalin,https://github.com/LibRaw/LibRaw,20ad21c0d87ca80217aee47533d91e633ce1864d,C++,NÃO FAMILIAR,2010-10-17 19:11:20+00:00
cipherboy,https://github.com/dogtagpki/pki,50c23ec146ee9abf28c9de87a5f7787d495f0b72,Python,NÃO FAMILIAR,2011-07-14 01:50:10+00:00
hardaker,https://github.com/net-snmp/net-snmp,77f6c60f57dba0aaea5d8ef1dd94bcd0c8e6d205,C,NÃO FAMILIAR,2009-09-22 17:31:12+00:00
MichaelMraka,https://github.com/spacewalkproject/spacewalk,74e28ec61d916c42061ef4347121650a1c962b0c,Markdown,NÃO FAMILIAR,2014-02-28 13:09:03+00:00
FBNeal,https://github.com/facebook/react-native,ca09ae82715e33c9ac77b3fa55495cf84ba891c7,TypeScript,NÃO FAMILIAR,2012-07-10 00:43:03+00:00
c0diq,https://github.com/plutinosoft/Platinum,9a4ceaccb1585ec35c45fd8e2585538fff6a865e,C++,NÃO FAMILIAR,2009-12-27 08:51:18+00:00
invalid-email-address,https://github.com/EyesOfNetworkCommunity/eonweb,c416b52d3b500d96ab40875f95b7c7939628854b,PHP,NÃO FAMILIAR,
cowtowncoder,https://github.com/FasterXML/jackson-databind,ad5a630174f08d279504bc51ebba8772fd71b86b,Markdown,NÃO FAMILIAR,2009-02-16 22:15:56+00:00
alextutubalin,https://github.com/LibRaw/LibRaw,4feaed4dea636cee4fee010f615881ccf76a096d,C++,NÃO FAMILIAR,2010-10-17 19:11:20+00:00
mame,https://github.com/ruby/webrick,8946bb38b4d87549f0d99ed73c62c41933f97cc7,Ruby,NÃO FAMILIAR,2008-08-22 10:32:54+00:00
zachhuff386,https://github.com/pritunl/pritunl-client-electron,89f8c997c6f93e724f68f76f7f47f8891d9acc2d,Go,NÃO FAMILIAR,2012-01-05 05:12:33+00:00
Matthias-Wandel,https://github.com/F-ZhaoYang/jhead,5186ddcf9e35a7aa0ff0539489a930434a1325f4,C++,NÃO FAMILIAR,2020-02-15 16:17:38+00:00
orsalido,https://github.com/RadarCOVID/radar-covid-android,09d00e5ede801ca400d45c7feda5a99c34e4176c,Scala,NÃO FAMILIAR,2023-07-05 09:12:06+00:00
orsalido,https://github.com/RadarCOVID/radar-covid-android,7fdc7debeb8a37faa77b53d9f9a1b4bbcff445ce,Scala,NÃO FAMILIAR,2023-07-05 09:12:06+00:00
orsalido,https://github.com/RadarCOVID/radar-covid-android,8e5d14ec60e0c1847a4733556cf34d232c27102c,Scala,NÃO FAMILIAR,2023-07-05 09:12:06+00:00
orsalido,https://github.com/RadarCOVID/radar-covid-android,9627f4d69705bca68e550eefd3df1b9abe90b215,Scala,NÃO FAMILIAR,2023-07-05 09:12:06+00:00
orsalido,https://github.com/RadarCOVID/radar-covid-android,ea0c4cc837f72f58e2b5df1ecf0899743ec3cdf8,Scala,NÃO FAMILIAR,2023-07-05 09:12:06+00:00
jmrozanec,https://github.com/jmrozanec/cron-utils,4cf373f7352f5d95f0bf6512af8af326b31c835e,HTML,NÃO FAMILIAR,2011-10-14 11:49:53+00:00
apple502j,https://github.com/ScratchAddons/ScratchAddons,b9a52d6532c8514254c7cc1d8e18710dbedc41ff,TypeScript,NÃO FAMILIAR,2017-11-01 08:16:38+00:00
slavikus,https://github.com/ethereum/go-ethereum,d990df909d7839640143344e79356754384dcdd0,Go,NÃO FAMILIAR,2009-10-22 08:48:49+00:00
NeuroAssassin,https://github.com/Cog-Creators/Red-Dashboard,99d88b840674674166ce005b784ae8e31e955ab1,HTML,NÃO FAMILIAR,2018-08-31 15:34:30+00:00
NeuroAssassin,https://github.com/Cog-Creators/Red-Dashboard,a6b9785338003ec87fb75305e7d1cc2d40c7ab91,HTML,NÃO FAMILIAR,2018-08-31 15:34:30+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,ace0c15a22f7f054abcc1f53eabbcb0a1239a9e2,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,c1e1fc899ad5f8c725dcbb6470069890b5060bc7,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,8b5b9dc96666a3a5d27fad7179ff215e3b74b67c,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,14755416e364f17fb1870882fa778c7fec7f16e3,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
mihaimaruseac,https://github.com/tensorflow/tensorflow,0cc38aaa4064fd9e79101994ce9872c6d91f816b,C++,NÃO FAMILIAR,2010-07-05 11:26:31+00:00
bboreham,https://github.com/weaveworks/weave,a0ac81b3b4cae6d0dcaf3732fd91cedefc89f720,CoffeeScript,NÃO FAMILIAR,2014-07-10 14:28:41+00:00
kiturutin,https://github.com/browserup/browserup-proxy,4b38e7a3e20917e5c3329d0d4e9590bed9d578ab,Java,NÃO FAMILIAR,2015-08-11 19:11:25+00:00
xiphon,https://github.com/monero-project/monero-gui,6ed536982953d870010d8fa065dccbffeb6cae50,Shell,NÃO FAMILIAR,2017-02-27 11:02:42+00:00
erikdubbelboer,https://github.com/erikdubbelboer/phpRedisAdmin,eddaa674536d2e76e6d0b4efeb00604e992eab8f,PHP,NÃO FAMILIAR,2010-12-14 15:39:00+00:00
kmackay,https://github.com/kmackay/micro-ecc,1b5f5cea5145c96dd8791b9b2c41424fc74c2172,C,NÃO FAMILIAR,2013-01-07 18:51:40+00:00
zachhuff386,https://github.com/pritunl/pritunl-client-electron,87ceeae9b8ee415541d7d71de10675e699a76e5e,Go,NÃO FAMILIAR,2012-01-05 05:12:33+00:00
zachhuff386,https://github.com/pritunl/pritunl-client-electron,c0aeb159351e5e99d752c27b87133eca299bdfce,Go,NÃO FAMILIAR,2012-01-05 05:12:33+00:00
bonniegong,https://github.com/ImageMagick/ImageMagick,ef59bd764f88d893f1219fee8ba696a5d3f8c1c4,Matlab,NÃO FAMILIAR,2018-12-31 12:32:13+00:00
ffdixon,https://github.com/bigbluebutton/bigbluebutton,d0bc77c3dbd858295004f15d7a57ec35e6b203d6,HTML,NÃO FAMILIAR,2010-05-28 23:35:01+00:00
jreiser,https://github.com/upx/upx,e2f60adc95334f47e286838dac33160819c5d74d,C++,NÃO FAMILIAR,2016-08-31 14:13:50+00:00
jreiser,https://github.com/upx/upx,1bb93d4fce9f1d764ba57bf5ac154af515b3fc83,C++,NÃO FAMILIAR,2016-08-31 14:13:50+00:00
jreiser,https://github.com/upx/upx,eb90eab6325d009004ffb155e3e33f22d4d3ca26,C++,NÃO FAMILIAR,2016-08-31 14:13:50+00:00
aar0nge,https://github.com/radareorg/radare2,cb8b683758edddae2d2f62e8e63a738c39f92683,C,NÃO FAMILIAR,2016-06-27 08:11:57+00:00
rwwiv,https://github.com/Security-Onion-Solutions/securityonion,b14670030349a2747a00ace665568ab5f51ac47b,Shell,NÃO FAMILIAR,2013-04-14 23:19:19+00:00
muratcakir,https://github.com/smartstore/SmartStoreNET,8702c6140f4fc91956ef35dba12d24492fb3f768,C#,NÃO FAMILIAR,2010-03-01 11:08:43+00:00
polivar3,https://github.com/ReadyTalk/avian,0871979b298add320ca63f65060acb7532c8a0dd,Java,NÃO FAMILIAR,2020-03-30 11:27:42+00:00
taoyuan,https://github.com/taoyuan/ntesseract,fcbc36f381798b4362179c0cdf9961b437c7b619,JavaScript,NÃO FAMILIAR,2013-06-29 13:46:57+00:00
lanhktc,https://github.com/s-cart/core,f4b2811293063a3a2bb497b2512d8a18bd202219,PHP,NÃO FAMILIAR,2015-06-26 01:23:19+00:00
lanhktc,https://github.com/s-cart/s-cart,4406d407ad363ee7e4795ee290c9d2430b0413f8,PHP,NÃO FAMILIAR,2015-06-26 01:23:19+00:00
TiagoJacobs,https://github.com/bigbluebutton/bigbluebutton,5c911ddeec4493f40f42e2f137800ed4692004a4,Scala,NÃO FAMILIAR,2012-08-01 04:48:19+00:00
TiagoJacobs,https://github.com/bigbluebutton/bigbluebutton,e59bcd0c33a6a3203c011faa8823ba2cac1e4f37,Scala,NÃO FAMILIAR,2012-08-01 04:48:19+00:00
gd-git,https://github.com/LibVNC/x11vnc,69eeb9f7baa14ca03b16c9de821f9876def7a36a,C,NÃO FAMILIAR,2018-07-16 01:27:20+00:00
rolfschmidt,https://github.com/zammad/zammad,cf5a5e396058d4b134dd33d0a62b11c1733c98ab,Ruby,NÃO FAMILIAR,2013-09-12 14:53:58+00:00
rolfschmidt,https://github.com/zammad/zammad,28944de180a88698509a656f61558bf9d7f810f4,Ruby,NÃO FAMILIAR,2013-09-12 14:53:58+00:00
error ao obter,https://github.com/enviragallery/envira-gallery-lite,3b081dd10a1731f8cd981bebeac0e775fb217acf,PHP,NÃO FAMILIAR,
aheinze,https://github.com/agentejo/cockpit,2a385af8d80ed60d40d386ed813c1039db00c466,PHP,NÃO FAMILIAR,2010-07-02 11:37:05+00:00
aheinze,https://github.com/agentejo/cockpit,33e7199575631ba1f74cba6b16b10c820bec59af,PHP,NÃO FAMILIAR,2010-07-02 11:37:05+00:00
aheinze,https://github.com/agentejo/cockpit,79fc9631ffa29146e3124ceaf99879b92e1ef24b,PHP,NÃO FAMILIAR,2010-07-02 11:37:05+00:00
bcaller,https://github.com/socketio/socket.io-parser,dcb942d24db97162ad16a67c2a0cf30875342d55,JavaScript,NÃO FAMILIAR,2013-11-02 15:18:27+00:00
lanodan,https://github.com/mkj/dropbear,8f8a3dff705fad774a10864a2e3dbcfa9779ceff,C,NÃO FAMILIAR,2013-03-09 10:43:03+00:00
reedy,https://github.com/wikimedia/analytics-quarry-web,4b7e1d6a3a52ec6cf826a971135a38b0f74785d2,Python,NÃO FAMILIAR,2009-03-26 22:00:03+00:00
mgesing,https://github.com/smartstore/SmartStoreNET,5ab1e37dc8d6415d04354e1a116f3d82e9555f5c,C#,NÃO FAMILIAR,2014-08-14 08:20:23+00:00
bluca,https://github.com/zeromq/libzmq,397ac80850bf8d010fae23dd215db0ee2c677306,C++,NÃO FAMILIAR,2011-05-11 18:54:35+00:00
ekpyron,https://github.com/ethereum/solidity,c39a5e2b7a3fabbf687f53a2823fc087be6c1a7e,Markdown,NÃO FAMILIAR,2012-01-18 17:20:25+00:00
uNetworkingAB,https://github.com/uNetworking/uWebSockets,03fca626a95130ab80f86adada54b29d27242759,C++,NÃO FAMILIAR,2022-08-08 05:58:11+00:00
jech,https://github.com/jech/polipo,4d42ca1b5849518762d110f34b6ce2e03d6df9ec,Markdown,NÃO FAMILIAR,2010-05-28 23:08:51+00:00
astiob,https://github.com/libass/libass,017137471d0043e0321e377ed8da48e45a3ec632,C,NÃO FAMILIAR,2010-12-08 19:39:53+00:00
error ao obter,https://bitbucket.org/csalgadow/demokratian_votaciones,b56c48b519fc52efa65404c312ea9bbde320e3fa,Perl,NÃO FAMILIAR,
ylafon,https://github.com/w3c/css-validator,e5c09a9119167d3064db786d5f00d730b584a53b,Java,NÃO FAMILIAR,2011-01-26 13:40:37+00:00
atomfrede,https://github.com/jhipster/jhipster-kotlin,426ccab85e7e0da562643200637b99b6a2a99449,Scala,NÃO FAMILIAR,2010-02-14 10:43:13+00:00
chertl,https://github.com/ipmitool/ipmitool,e824c23316ae50beb7f7488f2055ac65e8b341f2,C,NÃO FAMILIAR,2017-11-29 17:01:00+00:00
lkiesow,https://github.com/opencast/opencast,72fad0031d8a82c860e2bde0b27570c5042320ee,Shell,NÃO FAMILIAR,2011-08-27 12:19:24+00:00
tananaev,https://github.com/traccar/traccar,e4f6e74e57ab743b65d49ae00f6624a20ca0291e,Java,NÃO FAMILIAR,2011-10-31 06:55:30+00:00
olavmo-sikt,https://github.com/simplesamlphp/simplesamlphp,47968d26a2fd3ed52da70dc09210921d612ce44e,PHP,NÃO FAMILIAR,2022-01-26 06:25:29+00:00
vuvova,https://github.com/MariaDB/server,9d18b6246755472c8324bf3e20e234e08ac45618,Shell,NÃO FAMILIAR,2012-11-06 19:28:58+00:00
poolpOrg,https://github.com/openbsd/src,9dcfda045474d8903224d175907bfc29761dcb45,C,NÃO FAMILIAR,2011-07-05 12:00:10+00:00
kessiler,https://github.com/typestack/class-transformer,8f04eb9db02de708f1a20f6f2d2bb309b2fed01e,TypeScript,NÃO FAMILIAR,2013-04-08 00:25:23+00:00
jcoglan,https://github.com/faye/websocket-extensions-ruby,aa156a439da681361ed6f53f1a8131892418838b,Ruby,NÃO FAMILIAR,2008-05-04 14:39:21+00:00
piranna,https://github.com/piranna/linux-cmdline,53c61a88bc47eb25d71832205056beaab95cf677,CoffeeScript,NÃO FAMILIAR,2010-12-21 20:12:13+00:00
jblandry,https://github.com/absolunet/kafe,c644c798bfcdc1b0bbb1f0ca59e2e2664ff3fdd0,Objective-C,NÃO FAMILIAR,2013-03-08 15:35:14+00:00
bjrmatos,https://github.com/jsreport/jsreport-chrome-pdf,6750b2f77d05cb843aefc1c4a98097a3bd33a6a2,TypeScript,NÃO FAMILIAR,2013-04-26 05:23:34+00:00
error ao obter,https://github.com/pillys/fs-path,88ff5ee51046bb2c5d5e9c5afe6819b032092ce7,JavaScript,NÃO FAMILIAR,
nick-someone,https://github.com/google/guava,fec0dbc4634006a6162cfd4d0d09c962073ddf40,Java,NÃO FAMILIAR,2011-01-15 00:33:58+00:00
M-ichae-l,https://github.com/ambiot/amb1_arduino,dcea55cf9775a0166805b3db845b237ecd5e74ea,Jupyter Notebook,NÃO FAMILIAR,2018-01-16 02:58:11+00:00
error ao obter,https://github.com/rconfig/rconfig,20f4e3d87e84663d922b937842fddd9af1b68dd9,PHP,NÃO FAMILIAR,
khalwat,https://github.com/nystudio107/craft-seomatic,a1c2cad7e126132d2442ec8ec8e9ab43df02cc0f,Markdown,NÃO FAMILIAR,2014-05-13 15:13:09+00:00
hifoolno,https://github.com/ImageMagick/ImageMagick,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,Objective-C,NÃO FAMILIAR,2016-05-13 03:09:48+00:00
robinshine,https://github.com/theonedev/onedev,4f5dc6fb9e50f2c41c4929b0d8c5824b2cca3d65,Java,NÃO FAMILIAR,2013-01-30 03:18:23+00:00
robinshine,https://github.com/theonedev/onedev,0c060153fb97c0288a1917efdb17cc426934dacb,Java,NÃO FAMILIAR,2013-01-30 03:18:23+00:00
robinshine,https://github.com/theonedev/onedev,39d95ab8122c5d9ed18e69dc024870cae08d2d60,Java,NÃO FAMILIAR,2013-01-30 03:18:23+00:00
luchua-bc,https://github.com/dbijaya/OnlineVotingSystem,0181cb0272857696c8eb3e44fcf6cb014ff90f09,Java,NÃO FAMILIAR,2018-03-14 16:20:40+00:00
paulegradie,https://github.com/OctopusDeploy/OctopusDSC,24b448e6ac964ed938475add494a145c0473ac42,PowerShell,NÃO FAMILIAR,2017-07-17 06:33:51+00:00
Kenny2github,https://github.com/Kenny2github/Report,f828dc6f73cdfaea5639edbf8ac7b326eeefb117,PHP,NÃO FAMILIAR,2017-05-10 13:31:04+00:00
NickMeves,https://github.com/oauth2-proxy/oauth2-proxy,780ae4f3c99b579cb2ea9845121caebb6192f725,Go,NÃO FAMILIAR,2013-04-11 06:26:15+00:00
tananaev,https://github.com/traccar/traccar,cc69a9907ac9878db3750aa14ffedb28626455da,Java,NÃO FAMILIAR,2011-10-31 06:55:30+00:00
leplatrem,https://github.com/mozilla/PollBot,6db74a4fcbff258c7cdf51a6ff0724fc10c485e5,Python,NÃO FAMILIAR,2011-01-04 09:09:39+00:00
qianjunakasumi,https://github.com/kongchuanhujiao/server,9a125624f219e496bdf4b07b404816d5a309bdc1,Go,NÃO FAMILIAR,2019-08-01 11:22:19+00:00
